Time	T(Setpoint)	T(Copper)	T(Cell1)	T(Cell2)	T(Cell3)	T(Cell4)	DAC
s	°C	°C	°C	°C	°C	°C	V
9,810000E+2	3,700000E+1	3,700872E+1	3,685571E+1	3,676826E+1	3,657517E+1	3,670268E+1	3,460369E+0
9,820000E+2	3,700000E+1	3,700872E+1	3,685571E+1	3,677555E+1	3,656788E+1	3,669540E+1	5,664717E+0
9,830000E+2	3,700000E+1	3,698704E+1	3,684859E+1	3,675386E+1	3,655713E+1	3,668100E+1	9,000000E+0
9,840000E+2	3,700000E+1	3,698339E+1	3,684859E+1	3,675386E+1	3,655713E+1	3,668100E+1	6,357052E+0
9,850000E+2	3,700000E+1	3,698704E+1	3,684495E+1	3,676115E+1	3,655348E+1	3,668100E+1	5,214775E+0
9,860000E+2	3,700000E+1	3,699447E+1	3,685238E+1	3,677223E+1	3,657185E+1	3,669936E+1	4,537817E+0
9,870000E+2	3,700000E+1	3,700176E+1	3,685602E+1	3,677223E+1	3,656820E+1	3,669572E+1	4,449963E+0
9,880000E+2	3,700000E+1	3,699812E+1	3,685238E+1	3,677223E+1	3,656456E+1	3,669936E+1	6,144917E+0
9,890000E+2	3,700000E+1	3,699447E+1	3,685238E+1	3,677223E+1	3,656092E+1	3,668479E+1	6,202326E+0
9,900000E+2	3,700000E+1	3,699083E+1	3,684874E+1	3,676130E+1	3,655727E+1	3,668115E+1	6,262188E+0
9,910000E+2	3,700000E+1	3,698371E+1	3,683798E+1	3,676147E+1	3,655016E+1	3,667767E+1	6,897182E+0
9,920000E+2	3,700000E+1	3,698386E+1	3,683813E+1	3,675069E+1	3,655031E+1	3,668147E+1	5,813543E+0
9,930000E+2	3,700000E+1	3,699100E+1	3,684162E+1	3,675054E+1	3,654651E+1	3,667403E+1	4,662706E+0
9,940000E+2	3,700000E+1	3,699100E+1	3,684526E+1	3,675782E+1	3,655380E+1	3,668860E+1	5,737803E+0
9,950000E+2	3,700000E+1	3,698750E+1	3,683449E+1	3,675069E+1	3,655031E+1	3,667782E+1	6,320604E+0
9,960000E+2	3,700000E+1	3,698386E+1	3,683449E+1	3,675798E+1	3,654302E+1	3,667418E+1	6,405636E+0
9,970000E+2	3,700000E+1	3,698022E+1	3,683449E+1	3,675069E+1	3,654667E+1	3,667054E+1	6,469542E+0
9,980000E+2	3,700000E+1	3,698039E+1	3,683466E+1	3,675086E+1	3,654684E+1	3,667435E+1	5,905769E+0
9,990000E+2	3,700000E+1	3,698403E+1	3,684923E+1	3,676543E+1	3,656141E+1	3,668528E+1	5,337830E+0
1,000000E+3	3,700000E+1	3,699132E+1	3,684923E+1	3,676908E+1	3,655777E+1	3,668893E+1	4,685793E+0
1,001000E+3	3,700000E+1	3,698039E+1	3,684195E+1	3,676179E+1	3,654684E+1	3,666706E+1	7,593014E+0
1,002000E+3	3,700000E+1	3,698039E+1	3,684195E+1	3,675086E+1	3,655048E+1	3,667799E+1	5,962881E+0
1,003000E+3	3,700000E+1	3,698768E+1	3,683466E+1	3,674358E+1	3,654684E+1	3,667799E+1	4,766211E+0
1,004000E+3	3,700000E+1	3,698403E+1	3,683466E+1	3,675815E+1	3,655048E+1	3,667071E+1	6,469408E+0
1,005000E+3	3,700000E+1	3,697310E+1	3,683830E+1	3,674722E+1	3,654319E+1	3,667435E+1	7,739132E+0
1,006000E+3	3,700000E+1	3,698054E+1	3,683480E+1	3,674737E+1	3,654334E+1	3,667814E+1	4,882748E+0
1,007000E+3	3,700000E+1	3,699147E+1	3,684209E+1	3,676194E+1	3,656156E+1	3,668543E+1	4,198938E+0
1,008000E+3	3,700000E+1	3,698800E+1	3,685683E+1	3,676575E+1	3,655808E+1	3,668924E+1	6,417084E+0
1,009000E+3	3,700000E+1	3,698815E+1	3,685335E+1	3,675133E+1	3,655095E+1	3,667847E+1	5,877127E+0
1,010000E+3	3,700000E+1	3,698468E+1	3,684623E+1	3,675150E+1	3,655112E+1	3,667864E+1	6,480453E+0
1,011000E+3	3,700000E+1	3,697722E+1	3,683513E+1	3,675862E+1	3,655460E+1	3,668211E+1	7,201664E+0
1,012000E+3	3,700000E+1	3,698468E+1	3,684259E+1	3,675879E+1	3,654748E+1	3,668228E+1	4,860140E+0
1,013000E+3	3,700000E+1	3,698815E+1	3,684242E+1	3,675862E+1	3,655095E+1	3,668576E+1	5,411949E+0
1,014000E+3	3,700000E+1	3,698103E+1	3,684259E+1	3,674786E+1	3,654383E+1	3,667499E+1	7,116648E+0
1,015000E+3	3,700000E+1	3,697739E+1	3,683894E+1	3,675150E+1	3,654383E+1	3,666771E+1	6,660690E+0
1,016000E+3	3,700000E+1	3,697739E+1	3,683530E+1	3,675150E+1	3,654383E+1	3,667864E+1	6,126112E+0
1,017000E+3	3,700000E+1	3,698118E+1	3,683910E+1	3,675894E+1	3,655492E+1	3,667514E+1	5,509872E+0
1,018000E+3	3,700000E+1	3,699593E+1	3,685384E+1	3,676276E+1	3,655873E+1	3,668625E+1	3,647953E+0
1,019000E+3	3,700000E+1	3,699972E+1	3,684670E+1	3,676655E+1	3,655888E+1	3,669004E+1	5,233385E+0
1,020000E+3	3,700000E+1	3,698515E+1	3,684306E+1	3,675562E+1	3,654795E+1	3,667911E+1	8,215189E+0
1,021000E+3	3,700000E+1	3,698167E+1	3,683594E+1	3,675214E+1	3,654083E+1	3,667564E+1	6,610735E+0
1,022000E+3	3,700000E+1	3,698896E+1	3,684323E+1	3,675943E+1	3,654448E+1	3,667564E+1	4,893978E+0
1,023000E+3	3,700000E+1	3,698896E+1	3,683958E+1	3,675943E+1	3,654812E+1	3,667564E+1	5,991838E+0
1,024000E+3	3,700000E+1	3,698896E+1	3,684687E+1	3,676307E+1	3,655176E+1	3,667928E+1	5,997360E+0
1,025000E+3	3,700000E+1	3,699260E+1	3,684323E+1	3,675214E+1	3,654083E+1	3,666835E+1	5,399328E+0
1,026000E+3	3,700000E+1	3,698167E+1	3,683594E+1	3,675943E+1	3,654083E+1	3,667564E+1	7,758821E+0
1,027000E+3	3,700000E+1	3,698547E+1	3,684338E+1	3,675594E+1	3,654827E+1	3,668307E+1	5,500443E+0
1,028000E+3	3,700000E+1	3,698547E+1	3,683973E+1	3,675594E+1	3,654827E+1	3,667214E+1	6,077051E+0
1,029000E+3	3,700000E+1	3,698911E+1	3,683973E+1	3,675958E+1	3,654462E+1	3,667579E+1	5,482025E+0
1,030000E+3	3,700000E+1	3,698183E+1	3,683973E+1	3,675958E+1	3,655556E+1	3,667943E+1	7,238567E+0
1,031000E+3	3,700000E+1	3,698928E+1	3,684355E+1	3,675975E+1	3,655209E+1	3,668325E+1	4,921061E+0
1,032000E+3	3,700000E+1	3,700386E+1	3,685812E+1	3,677069E+1	3,656301E+1	3,669053E+1	3,633389E+0
1,033000E+3	3,700000E+1	3,700036E+1	3,685827E+1	3,676719E+1	3,655952E+1	3,669432E+1	6,395582E+0
1,034000E+3	3,700000E+1	3,699672E+1	3,685099E+1	3,676719E+1	3,656681E+1	3,669432E+1	6,474184E+0
1,035000E+3	3,700000E+1	3,698943E+1	3,684734E+1	3,675990E+1	3,655223E+1	3,667611E+1	7,135214E+0
1,036000E+3	3,700000E+1	3,698579E+1	3,684006E+1	3,674533E+1	3,654495E+1	3,667611E+1	6,651140E+0
1,037000E+3	3,700000E+1	3,698943E+1	3,685099E+1	3,676355E+1	3,655223E+1	3,668703E+1	5,507666E+0
1,038000E+3	3,700000E+1	3,699324E+1	3,684751E+1	3,676372E+1	3,654876E+1	3,668721E+1	5,429276E+0
1,039000E+3	3,700000E+1	3,700433E+1	3,685860E+1	3,677116E+1	3,656349E+1	3,669100E+1	4,169634E+0
1,040000E+3	3,700000E+1	3,700417E+1	3,685480E+1	3,676007E+1	3,655240E+1	3,667992E+1	5,856180E+0
1,041000E+3	3,700000E+1	3,699324E+1	3,685480E+1	3,676736E+1	3,655969E+1	3,668721E+1	7,639400E+0
1,042000E+3	3,700000E+1	3,698975E+1	3,684767E+1	3,676751E+1	3,655620E+1	3,667643E+1	6,581081E+0
1,043000E+3	3,700000E+1	3,699340E+1	3,684402E+1	3,675294E+1	3,655256E+1	3,667643E+1	5,459084E+0
1,044000E+3	3,700000E+1	3,699356E+1	3,684784E+1	3,676404E+1	3,656001E+1	3,669482E+1	5,982264E+0
1,045000E+3	3,700000E+1	3,700814E+1	3,685876E+1	3,676768E+1	3,656366E+1	3,669482E+1	3,597765E+0
1,046000E+3	3,700000E+1	3,700450E+1	3,686241E+1	3,677133E+1	3,656001E+1	3,669117E+1	6,383011E+0
1,047000E+3	3,700000E+1	3,699372E+1	3,685163E+1	3,676055E+1	3,655652E+1	3,668404E+1	7,618452E+0
1,048000E+3	3,700000E+1	3,699008E+1	3,685163E+1	3,676419E+1	3,655652E+1	3,668768E+1	6,606834E+0
1,049000E+3	3,700000E+1	3,699356E+1	3,685148E+1	3,676404E+1	3,655637E+1	3,668753E+1	5,488874E+0
1,050000E+3	3,700000E+1	3,700814E+1	3,685876E+1	3,677861E+1	3,656730E+1	3,669846E+1	3,602766E+0
1,051000E+3	3,700000E+1	3,700829E+1	3,686985E+1	3,677876E+1	3,658202E+1	3,670590E+1	5,759836E+0
1,052000E+3	3,700000E+1	3,701210E+1	3,686637E+1	3,677893E+1	3,656398E+1	3,669513E+1	5,148508E+0
1,053000E+3	3,700000E+1	3,699372E+1	3,685163E+1	3,677148E+1	3,656381E+1	3,669133E+1	8,755909E+0
1,054000E+3	3,700000E+1	3,698311E+1	3,684467E+1	3,675358E+1	3,654956E+1	3,667707E+1	7,756701E+0
1,055000E+3	3,700000E+1	3,697931E+1	3,684087E+1	3,676071E+1	3,653847E+1	3,667327E+1	6,803223E+0
1,056000E+3	3,700000E+1	3,700497E+1	3,684831E+1	3,676451E+1	3,656049E+1	3,668800E+1	1,997309E+0
1,057000E+3	3,700000E+1	3,701590E+1	3,685924E+1	3,677544E+1	3,656049E+1	3,669529E+1	4,034704E+0
1,058000E+3	3,700000E+1	3,701954E+1	3,686652E+1	3,678273E+1	3,656777E+1	3,670622E+1	5,063198E+0
1,059000E+3	3,700000E+1	3,701971E+1	3,686670E+1	3,678289E+1	3,657523E+1	3,670274E+1	5,572104E+0
1,060000E+3	3,700000E+1	3,700150E+1	3,687398E+1	3,678654E+1	3,657523E+1	3,669910E+1	8,602037E+0
1,061000E+3	3,700000E+1	3,699421E+1	3,685941E+1	3,676833E+1	3,656430E+1	3,668817E+1	7,074858E+0
1,062000E+3	3,700000E+1	3,700893E+1	3,686684E+1	3,677212E+1	3,656809E+1	3,670290E+1	3,547899E+0
1,063000E+3	3,700000E+1	3,701258E+1	3,686684E+1	3,677941E+1	3,656809E+1	3,670290E+1	5,149220E+0
1,064000E+3	3,700000E+1	3,700893E+1	3,687049E+1	3,678669E+1	3,657174E+1	3,670290E+1	6,292309E+0
1,065000E+3	3,700000E+1	3,700529E+1	3,686320E+1	3,676847E+1	3,656081E+1	3,668832E+1	6,344309E+0
1,066000E+3	3,700000E+1	3,699453E+1	3,685973E+1	3,677593E+1	3,656098E+1	3,668485E+1	7,575565E+0
1,067000E+3	3,700000E+1	3,699104E+1	3,685259E+1	3,675422E+1	3,655748E+1	3,668864E+1	6,542982E+0
1,068000E+3	3,700000E+1	3,700561E+1	3,685988E+1	3,676880E+1	3,656477E+1	3,669228E+1	3,611633E+0
1,069000E+3	3,700000E+1	3,702018E+1	3,686716E+1	3,677972E+1	3,657570E+1	3,670686E+1	3,382959E+0
1,070000E+3	3,700000E+1	3,701654E+1	3,688174E+1	3,678701E+1	3,658298E+1	3,671415E+1	6,161612E+0
1,071000E+3	3,700000E+1	3,700925E+1	3,687445E+1	3,678337E+1	3,657934E+1	3,669957E+1	6,812731E+0
1,072000E+3	3,700000E+1	3,699121E+1	3,684912E+1	3,676532E+1	3,655765E+1	3,668881E+1	8,702026E+0
1,073000E+3	3,700000E+1	3,699849E+1	3,685276E+1	3,677261E+1	3,656129E+1	3,669610E+1	4,793478E+0
1,074000E+3	3,700000E+1	3,700942E+1	3,686369E+1	3,676897E+1	3,656858E+1	3,669974E+1	4,078375E+0
1,075000E+3	3,700000E+1	3,700960E+1	3,686022E+1	3,677642E+1	3,657240E+1	3,668898E+1	5,683989E+0
1,076000E+3	3,700000E+1	3,700595E+1	3,686386E+1	3,677642E+1	3,656511E+1	3,669627E+1	6,309065E+0
1,077000E+3	3,700000E+1	3,701324E+1	3,687115E+1	3,678735E+1	3,657969E+1	3,670720E+1	4,553217E+0
1,078000E+3	3,700000E+1	3,701339E+1	3,686037E+1	3,677657E+1	3,656890E+1	3,670007E+1	5,614256E+0
1,079000E+3	3,700000E+1	3,700261E+1	3,685323E+1	3,677308E+1	3,655812E+1	3,668928E+1	7,414595E+0
1,080000E+3	3,700000E+1	3,699897E+1	3,686052E+1	3,676579E+1	3,656541E+1	3,668200E+1	6,399162E+0
1,081000E+3	3,700000E+1	3,699185E+1	3,686069E+1	3,676232E+1	3,655465E+1	3,668216E+1	7,031290E+0
1,082000E+3	3,700000E+1	3,699913E+1	3,685340E+1	3,676960E+1	3,655830E+1	3,668945E+1	4,761787E+0
1,083000E+3	3,700000E+1	3,699532E+1	3,684959E+1	3,676579E+1	3,655812E+1	3,668564E+1	6,485832E+0
1,084000E+3	3,700000E+1	3,701007E+1	3,685704E+1	3,676960E+1	3,655830E+1	3,668945E+1	3,476439E+0
1,085000E+3	3,700000E+1	3,700642E+1	3,686433E+1	3,677325E+1	3,656558E+1	3,669310E+1	6,286530E+0
1,086000E+3	3,700000E+1	3,699913E+1	3,685340E+1	3,676232E+1	3,655465E+1	3,668581E+1	6,942137E+0
1,087000E+3	3,700000E+1	3,699931E+1	3,685357E+1	3,676613E+1	3,655118E+1	3,668234E+1	5,821249E+0
1,088000E+3	3,700000E+1	3,698473E+1	3,684993E+1	3,676249E+1	3,654753E+1	3,667870E+1	8,259035E+0
1,089000E+3	3,700000E+1	3,699202E+1	3,684993E+1	3,675520E+1	3,654753E+1	3,667870E+1	4,875002E+0
1,090000E+3	3,700000E+1	3,699202E+1	3,684993E+1	3,676249E+1	3,655118E+1	3,669327E+1	5,971903E+0
1,091000E+3	3,700000E+1	3,699946E+1	3,686101E+1	3,677357E+1	3,655497E+1	3,668613E+1	4,744795E+0
1,092000E+3	3,700000E+1	3,700310E+1	3,685373E+1	3,676993E+1	3,656226E+1	3,668613E+1	5,257942E+0
1,093000E+3	3,700000E+1	3,699961E+1	3,686116E+1	3,677008E+1	3,655877E+1	3,669357E+1	6,380516E+0
1,094000E+3	3,700000E+1	3,699961E+1	3,685388E+1	3,677008E+1	3,656241E+1	3,668628E+1	5,857143E+0
1,095000E+3	3,700000E+1	3,699217E+1	3,685008E+1	3,676628E+1	3,655862E+1	3,667884E+1	7,088436E+0
1,096000E+3	3,700000E+1	3,699961E+1	3,685388E+1	3,676644E+1	3,656241E+1	3,668264E+1	4,745453E+0
1,097000E+3	3,700000E+1	3,699250E+1	3,685405E+1	3,675568E+1	3,655530E+1	3,668281E+1	7,038881E+0
1,098000E+3	3,700000E+1	3,699596E+1	3,684659E+1	3,675551E+1	3,654784E+1	3,667900E+1	5,401590E+0
1,099000E+3	3,700000E+1	3,700343E+1	3,686134E+1	3,677025E+1	3,655894E+1	3,668646E+1	4,688856E+0
1,100000E+3	3,700000E+1	3,699961E+1	3,685388E+1	3,676644E+1	3,655877E+1	3,668993E+1	6,437708E+0
1,101000E+3	3,700000E+1	3,699266E+1	3,684693E+1	3,675584E+1	3,655182E+1	3,667205E+1	7,015985E+0
1,102000E+3	3,700000E+1	3,698902E+1	3,684693E+1	3,675584E+1	3,654818E+1	3,667934E+1	6,580021E+0
1,103000E+3	3,700000E+1	3,698917E+1	3,683979E+1	3,675600E+1	3,654104E+1	3,667584E+1	6,013803E+0
1,104000E+3	3,700000E+1	3,698902E+1	3,683964E+1	3,675584E+1	3,654453E+1	3,667205E+1	6,067360E+0
1,105000E+3	3,700000E+1	3,699630E+1	3,684328E+1	3,676313E+1	3,655546E+1	3,668662E+1	4,844118E+0
1,106000E+3	3,700000E+1	3,700374E+1	3,685072E+1	3,675600E+1	3,655561E+1	3,667949E+1	4,707779E+0
1,107000E+3	3,700000E+1	3,699296E+1	3,683995E+1	3,675615E+1	3,654848E+1	3,667235E+1	7,605852E+0
1,108000E+3	3,700000E+1	3,699661E+1	3,684723E+1	3,675979E+1	3,655212E+1	3,668692E+1	5,388767E+0
1,109000E+3	3,700000E+1	3,700025E+1	3,685452E+1	3,675979E+1	3,655212E+1	3,667599E+1	5,334568E+0
1,110000E+3	3,700000E+1	3,698568E+1	3,684723E+1	3,676344E+1	3,654848E+1	3,668692E+1	8,292587E+0
1,111000E+3	3,700000E+1	3,699661E+1	3,684359E+1	3,675979E+1	3,655577E+1	3,667964E+1	4,305159E+0
1,112000E+3	3,700000E+1	3,699678E+1	3,685104E+1	3,675996E+1	3,655230E+1	3,667981E+1	5,917810E+0
1,113000E+3	3,700000E+1	3,699678E+1	3,685104E+1	3,676361E+1	3,655230E+1	3,668345E+1	5,945169E+0
1,114000E+3	3,700000E+1	3,700407E+1	3,685469E+1	3,677089E+1	3,654501E+1	3,669074E+1	4,740934E+0
1,115000E+3	3,700000E+1	3,698966E+1	3,684757E+1	3,675649E+1	3,655246E+1	3,668362E+1	8,215723E+0
1,116000E+3	3,700000E+1	3,698238E+1	3,684393E+1	3,676377E+1	3,654518E+1	3,668362E+1	7,266092E+0
1,117000E+3	3,700000E+1	3,699345E+1	3,685501E+1	3,676028E+1	3,655261E+1	3,668377E+1	4,348604E+0
1,118000E+3	3,700000E+1	3,700074E+1	3,686229E+1	3,676757E+1	3,655990E+1	3,669835E+1	4,807714E+0
1,119000E+3	3,700000E+1	3,700818E+1	3,686974E+1	3,678594E+1	3,657827E+1	3,670579E+1	4,668526E+0
1,120000E+3	3,700000E+1	3,701167E+1	3,685865E+1	3,677121E+1	3,655990E+1	3,669835E+1	5,203136E+0
1,121000E+3	3,700000E+1	3,699710E+1	3,685865E+1	3,676757E+1	3,655626E+1	3,669106E+1	8,133188E+0
1,122000E+3	3,700000E+1	3,698632E+1	3,684423E+1	3,676044E+1	3,655277E+1	3,668393E+1	7,731129E+0
1,123000E+3	3,700000E+1	3,698632E+1	3,684423E+1	3,675679E+1	3,654548E+1	3,668393E+1	6,122061E+0
1,124000E+3	3,700000E+1	3,698996E+1	3,684788E+1	3,676408E+1	3,654912E+1	3,668028E+1	5,526608E+0
1,125000E+3	3,700000E+1	3,700106E+1	3,685897E+1	3,676425E+1	3,656022E+1	3,668774E+1	4,240332E+0
1,126000E+3	3,700000E+1	3,700471E+1	3,685533E+1	3,677518E+1	3,656387E+1	3,669503E+1	5,301992E+0
1,127000E+3	3,700000E+1	3,700123E+1	3,686279E+1	3,676806E+1	3,656039E+1	3,668791E+1	6,421238E+0
1,128000E+3	3,700000E+1	3,700123E+1	3,685186E+1	3,676442E+1	3,655675E+1	3,669155E+1	5,899343E+0
1,129000E+3	3,700000E+1	3,699030E+1	3,684821E+1	3,675713E+1	3,655310E+1	3,668427E+1	7,707495E+0
1,130000E+3	3,700000E+1	3,699045E+1	3,684472E+1	3,676457E+1	3,654961E+1	3,667713E+1	6,048355E+0
1,131000E+3	3,700000E+1	3,699409E+1	3,685201E+1	3,675728E+1	3,655690E+1	3,668441E+1	5,472523E+0
1,132000E+3	3,700000E+1	3,698681E+1	3,683743E+1	3,674999E+1	3,654597E+1	3,667713E+1	7,227776E+0
1,133000E+3	3,700000E+1	3,698334E+1	3,684125E+1	3,675381E+1	3,654250E+1	3,667001E+1	6,715973E+0
1,134000E+3	3,700000E+1	3,699062E+1	3,684125E+1	3,676110E+1	3,654978E+1	3,668094E+1	4,997753E+0
1,135000E+3	3,700000E+1	3,699427E+1	3,684853E+1	3,676474E+1	3,655343E+1	3,668094E+1	5,492430E+0
1,136000E+3	3,700000E+1	3,700171E+1	3,685233E+1	3,676489E+1	3,654993E+1	3,669567E+1	4,810654E+0
1,137000E+3	3,700000E+1	3,700520E+1	3,685582E+1	3,676474E+1	3,656436E+1	3,669187E+1	5,347931E+0
1,138000E+3	3,700000E+1	3,698713E+1	3,684869E+1	3,676489E+1	3,655358E+1	3,668474E+1	8,858259E+0
1,139000E+3	3,700000E+1	3,698349E+1	3,683047E+1	3,675396E+1	3,654264E+1	3,668474E+1	6,758858E+0
1,140000E+3	3,700000E+1	3,699442E+1	3,684869E+1	3,675396E+1	3,654629E+1	3,667381E+1	4,410688E+0
1,141000E+3	3,700000E+1	3,699442E+1	3,684869E+1	3,676489E+1	3,655358E+1	3,668109E+1	6,053417E+0
1,142000E+3	3,700000E+1	3,699095E+1	3,685614E+1	3,676506E+1	3,655739E+1	3,668126E+1	6,630720E+0
1,143000E+3	3,700000E+1	3,699459E+1	3,685614E+1	3,676506E+1	3,655739E+1	3,669219E+1	5,512249E+0
1,144000E+3	3,700000E+1	3,699110E+1	3,685265E+1	3,676886E+1	3,655026E+1	3,668871E+1	6,638508E+0
1,145000E+3	3,700000E+1	3,700203E+1	3,685265E+1	3,676886E+1	3,656119E+1	3,669963E+1	4,309994E+0
1,146000E+3	3,700000E+1	3,700203E+1	3,685265E+1	3,677250E+1	3,656483E+1	3,669235E+1	5,948917E+0
1,147000E+3	3,700000E+1	3,699491E+1	3,684918E+1	3,676174E+1	3,654678E+1	3,668159E+1	7,125969E+0
1,148000E+3	3,700000E+1	3,698398E+1	3,683825E+1	3,675809E+1	3,654678E+1	3,668159E+1	7,869547E+0
1,149000E+3	3,700000E+1	3,698398E+1	3,683825E+1	3,675445E+1	3,655043E+1	3,668159E+1	6,238190E+0
1,150000E+3	3,700000E+1	3,699506E+1	3,684568E+1	3,676189E+1	3,655422E+1	3,668538E+1	4,412809E+0
1,151000E+3	3,700000E+1	3,699870E+1	3,684933E+1	3,676189E+1	3,656151E+1	3,668902E+1	5,474039E+0
1,152000E+3	3,700000E+1	3,700235E+1	3,686026E+1	3,676918E+1	3,656879E+1	3,669995E+1	5,418221E+0
1,153000E+3	3,700000E+1	3,699870E+1	3,686026E+1	3,677282E+1	3,656515E+1	3,669267E+1	6,566425E+0
1,154000E+3	3,700000E+1	3,699142E+1	3,685297E+1	3,676553E+1	3,654693E+1	3,668902E+1	7,226463E+0
1,155000E+3	3,700000E+1	3,697702E+1	3,683493E+1	3,675478E+1	3,655075E+1	3,667097E+1	8,521124E+0
1,156000E+3	3,700000E+1	3,699159E+1	3,684221E+1	3,675113E+1	3,654346E+1	3,668555E+1	3,960854E+0
1,157000E+3	3,700000E+1	3,699159E+1	3,684586E+1	3,676206E+1	3,655804E+1	3,669284E+1	6,150881E+0
1,158000E+3	3,700000E+1	3,699887E+1	3,685678E+1	3,676571E+1	3,656168E+1	3,669284E+1	4,949242E+0
1,159000E+3	3,700000E+1	3,700267E+1	3,684965E+1	3,676950E+1	3,655819E+1	3,668935E+1	5,414539E+0
1,160000E+3	3,700000E+1	3,700631E+1	3,686058E+1	3,677314E+1	3,656547E+1	3,669663E+1	5,379625E+0
1,161000E+3	3,700000E+1	3,699903E+1	3,685694E+1	3,677314E+1	3,657276E+1	3,670756E+1	7,128769E+0
1,162000E+3	3,700000E+1	3,700631E+1	3,686058E+1	3,677314E+1	3,656183E+1	3,669663E+1	4,830500E+0
1,163000E+3	3,700000E+1	3,699191E+1	3,684618E+1	3,676238E+1	3,656200E+1	3,668587E+1	8,304165E+0
1,164000E+3	3,700000E+1	3,698098E+1	3,684618E+1	3,675145E+1	3,655107E+1	3,667858E+1	7,956333E+0
1,165000E+3	3,700000E+1	3,698827E+1	3,684253E+1	3,675509E+1	3,654742E+1	3,668223E+1	5,120632E+0
1,166000E+3	3,700000E+1	3,699570E+1	3,684997E+1	3,677346E+1	3,656579E+1	3,670424E+1	4,988943E+0
1,167000E+3	3,700000E+1	3,700299E+1	3,685726E+1	3,677346E+1	3,656579E+1	3,670059E+1	4,899843E+0
1,168000E+3	3,700000E+1	3,701773E+1	3,686472E+1	3,678092E+1	3,656232E+1	3,670441E+1	3,551731E+0
1,169000E+3	3,700000E+1	3,698859E+1	3,685378E+1	3,676635E+1	3,655503E+1	3,668983E+1	9,000000E+0
1,170000E+3	3,700000E+1	3,698874E+1	3,684665E+1	3,675557E+1	3,655518E+1	3,668270E+1	4,608238E+0
1,171000E+3	3,700000E+1	3,699587E+1	3,685014E+1	3,676270E+1	3,655503E+1	3,669348E+1	3,456165E+0
1,172000E+3	3,700000E+1	3,699952E+1	3,685014E+1	3,676999E+1	3,655868E+1	3,668255E+1	3,924698E+0
1,173000E+3	3,700000E+1	3,699238E+1	3,683936E+1	3,676285E+1	3,654790E+1	3,668270E+1	5,653189E+0
1,174000E+3	3,700000E+1	3,697052E+1	3,683208E+1	3,674099E+1	3,654061E+1	3,666449E+1	8,203938E+0
1,175000E+3	3,700000E+1	3,695230E+1	3,681386E+1	3,672642E+1	3,652239E+1	3,665355E+1	7,955187E+0
1,176000E+3	3,700000E+1	3,695595E+1	3,681386E+1	3,673006E+1	3,651875E+1	3,664991E+1	4,643263E+0
1,177000E+3	3,700000E+1	3,695612E+1	3,680674E+1	3,672295E+1	3,651892E+1	3,665372E+1	5,183334E+0
1,178000E+3	3,700000E+1	3,695976E+1	3,681767E+1	3,674116E+1	3,652256E+1	3,665008E+1	4,628733E+0
1,179000E+3	3,700000E+1	3,695991E+1	3,680325E+1	3,672309E+1	3,652636E+1	3,665023E+1	5,169483E+0
1,180000E+3	3,700000E+1	3,695263E+1	3,680690E+1	3,672309E+1	3,651543E+1	3,663930E+1	6,418261E+0
1,181000E+3	3,700000E+1	3,692712E+1	3,679232E+1	3,670853E+1	3,649721E+1	3,663202E+1	9,000000E+0
1,182000E+3	3,700000E+1	3,693458E+1	3,679249E+1	3,669776E+1	3,649738E+1	3,662854E+1	3,977627E+0
1,183000E+3	3,700000E+1	3,694186E+1	3,679249E+1	3,670505E+1	3,650102E+1	3,663218E+1	3,922581E+0
1,184000E+3	3,700000E+1	3,694186E+1	3,679613E+1	3,671234E+1	3,650467E+1	3,663947E+1	5,044559E+0
1,185000E+3	3,700000E+1	3,692365E+1	3,678520E+1	3,669412E+1	3,649374E+1	3,662490E+1	8,088240E+0
1,186000E+3	3,700000E+1	3,692032E+1	3,678188E+1	3,670173E+1	3,649041E+1	3,662521E+1	5,944660E+0
1,187000E+3	3,700000E+1	3,691651E+1	3,677078E+1	3,668334E+1	3,648296E+1	3,661412E+1	6,116238E+0
1,188000E+3	3,700000E+1	3,691304E+1	3,677824E+1	3,668715E+1	3,647948E+1	3,661793E+1	6,160862E+0
1,189000E+3	3,700000E+1	3,692397E+1	3,677824E+1	3,669080E+1	3,648313E+1	3,661065E+1	3,874868E+0
1,190000E+3	3,700000E+1	3,692777E+1	3,677475E+1	3,669824E+1	3,648328E+1	3,661808E+1	4,923443E+0
1,191000E+3	3,700000E+1	3,692413E+1	3,677475E+1	3,669460E+1	3,649057E+1	3,661808E+1	6,132397E+0
1,192000E+3	3,700000E+1	3,690955E+1	3,677110E+1	3,668002E+1	3,647964E+1	3,661444E+1	8,036200E+0
1,193000E+3	3,700000E+1	3,690591E+1	3,676017E+1	3,666909E+1	3,646142E+1	3,659623E+1	6,497953E+0
1,194000E+3	3,700000E+1	3,689498E+1	3,675289E+1	3,666545E+1	3,646142E+1	3,659258E+1	7,807312E+0
1,195000E+3	3,700000E+1	3,690955E+1	3,675653E+1	3,667273E+1	3,646142E+1	3,660715E+1	3,808767E+0
1,196000E+3	3,700000E+1	3,690243E+1	3,675670E+1	3,668019E+1	3,646523E+1	3,660004E+1	7,217880E+0
1,197000E+3	3,700000E+1	3,690607E+1	3,675306E+1	3,667655E+1	3,647252E+1	3,660368E+1	5,596008E+0
