Time	T(Setpoint)	T(Copper)	T(Cell1)	T(Cell2)	T(Cell3)	T(Cell4)	DAC
s	°C	°C	°C	°C	°C	°C	V
1,198000E+3	3,700000E+1	3,691336E+1	3,676034E+1	3,667655E+1	3,647617E+1	3,661097E+1	4,983582E+0
1,199000E+3	3,700000E+1	3,692444E+1	3,677506E+1	3,669127E+1	3,647267E+1	3,661111E+1	4,286423E+0
1,200000E+3	3,700000E+1	3,692444E+1	3,677506E+1	3,668763E+1	3,648724E+1	3,661840E+1	5,985886E+0
1,201000E+3	3,700000E+1	3,692080E+1	3,677142E+1	3,669127E+1	3,647996E+1	3,661111E+1	6,625957E+0
1,202000E+3	3,700000E+1	3,690275E+1	3,676431E+1	3,667687E+1	3,646920E+1	3,660400E+1	9,000000E+0
1,203000E+3	3,700000E+1	3,689547E+1	3,675702E+1	3,667322E+1	3,646555E+1	3,659307E+1	7,547369E+0
1,204000E+3	3,700000E+1	3,690275E+1	3,675338E+1	3,667322E+1	3,646191E+1	3,659671E+1	5,300880E+0
1,205000E+3	3,700000E+1	3,691004E+1	3,676431E+1	3,668051E+1	3,646555E+1	3,659671E+1	5,236570E+0
1,206000E+3	3,700000E+1	3,692112E+1	3,676446E+1	3,667702E+1	3,648028E+1	3,660780E+1	4,540442E+0
1,207000E+3	3,700000E+1	3,692841E+1	3,677174E+1	3,669159E+1	3,648028E+1	3,661144E+1	5,036291E+0
1,208000E+3	3,700000E+1	3,691383E+1	3,676810E+1	3,667702E+1	3,647663E+1	3,660415E+1	8,576689E+0
1,209000E+3	3,700000E+1	3,690307E+1	3,676099E+1	3,668083E+1	3,646952E+1	3,660068E+1	8,214939E+0
1,210000E+3	3,700000E+1	3,691019E+1	3,676446E+1	3,667702E+1	3,648028E+1	3,660415E+1	5,471148E+0
1,211000E+3	3,700000E+1	3,692493E+1	3,678284E+1	3,668812E+1	3,648409E+1	3,661889E+1	4,143686E+0
1,212000E+3	3,700000E+1	3,694315E+1	3,679377E+1	3,670998E+1	3,649866E+1	3,663347E+1	3,378178E+0
1,213000E+3	3,700000E+1	3,694315E+1	3,680106E+1	3,670633E+1	3,650231E+1	3,662982E+1	6,138880E+0
1,214000E+3	3,700000E+1	3,693966E+1	3,679392E+1	3,671013E+1	3,650246E+1	3,663726E+1	6,745605E+0
1,215000E+3	3,700000E+1	3,692144E+1	3,678664E+1	3,670284E+1	3,650246E+1	3,662269E+1	9,000000E+0
1,216000E+3	3,700000E+1	3,692144E+1	3,678664E+1	3,669191E+1	3,649153E+1	3,661904E+1	6,306433E+0
1,217000E+3	3,700000E+1	3,693237E+1	3,678299E+1	3,670648E+1	3,649153E+1	3,662997E+1	4,536316E+0
1,218000E+3	3,700000E+1	3,692873E+1	3,679028E+1	3,670284E+1	3,649153E+1	3,663362E+1	6,812992E+0
1,219000E+3	3,700000E+1	3,693966E+1	3,679392E+1	3,671013E+1	3,650610E+1	3,663726E+1	4,493406E+0
1,220000E+3	3,700000E+1	3,694711E+1	3,679409E+1	3,670301E+1	3,650627E+1	3,664108E+1	4,928690E+0
1,221000E+3	3,700000E+1	3,694347E+1	3,680138E+1	3,671030E+1	3,650627E+1	3,664108E+1	6,676716E+0
1,222000E+3	3,700000E+1	3,692905E+1	3,677967E+1	3,669588E+1	3,649549E+1	3,663030E+1	8,545593E+0
1,223000E+3	3,700000E+1	3,693634E+1	3,678696E+1	3,671045E+1	3,649549E+1	3,663394E+1	5,211088E+0
1,224000E+3	3,700000E+1	3,693998E+1	3,679425E+1	3,670681E+1	3,650278E+1	3,663030E+1	5,733480E+0
1,225000E+3	3,700000E+1	3,694015E+1	3,679441E+1	3,669969E+1	3,649566E+1	3,663047E+1	6,282167E+0
1,226000E+3	3,700000E+1	3,692922E+1	3,678349E+1	3,668876E+1	3,648838E+1	3,662318E+1	8,146038E+0
1,227000E+3	3,700000E+1	3,691829E+1	3,677984E+1	3,668512E+1	3,648109E+1	3,661954E+1	8,350830E+0
1,228000E+3	3,700000E+1	3,693666E+1	3,679457E+1	3,670713E+1	3,649582E+1	3,663426E+1	3,712454E+0
1,229000E+3	3,700000E+1	3,695852E+1	3,680550E+1	3,672534E+1	3,651767E+1	3,664883E+1	2,881756E+0
1,230000E+3	3,700000E+1	3,695487E+1	3,681278E+1	3,672170E+1	3,651767E+1	3,665612E+1	6,784153E+0
1,231000E+3	3,700000E+1	3,695852E+1	3,681278E+1	3,672170E+1	3,651767E+1	3,665248E+1	5,657339E+0
1,232000E+3	3,700000E+1	3,694411E+1	3,680202E+1	3,671823E+1	3,650692E+1	3,663807E+1	8,608448E+0
1,233000E+3	3,700000E+1	3,693318E+1	3,679110E+1	3,670366E+1	3,649599E+1	3,664172E+1	8,284515E+0
1,234000E+3	3,700000E+1	3,694791E+1	3,679853E+1	3,671474E+1	3,650342E+1	3,663823E+1	4,241615E+0
1,235000E+3	3,700000E+1	3,695884E+1	3,681311E+1	3,672202E+1	3,650707E+1	3,665280E+1	4,666973E+0
1,236000E+3	3,700000E+1	3,696977E+1	3,682039E+1	3,673660E+1	3,652528E+1	3,666737E+1	4,518724E+0
1,237000E+3	3,700000E+1	3,696977E+1	3,681675E+1	3,674388E+1	3,653257E+1	3,666373E+1	6,173206E+0
1,238000E+3	3,700000E+1	3,696630E+1	3,682056E+1	3,672948E+1	3,652181E+1	3,666026E+1	6,762835E+0
1,239000E+3	3,700000E+1	3,694808E+1	3,680235E+1	3,672219E+1	3,651088E+1	3,664568E+1	9,000000E+0
1,240000E+3	3,700000E+1	3,695172E+1	3,680599E+1	3,672583E+1	3,651088E+1	3,664204E+1	5,690189E+0
1,241000E+3	3,700000E+1	3,695172E+1	3,680599E+1	3,672948E+1	3,652181E+1	3,664933E+1	6,260784E+0
1,242000E+3	3,700000E+1	3,696265E+1	3,681327E+1	3,672948E+1	3,652181E+1	3,665297E+1	4,476156E+0
1,243000E+3	3,700000E+1	3,697009E+1	3,682436E+1	3,673692E+1	3,652560E+1	3,664948E+1	4,903099E+0
1,244000E+3	3,700000E+1	3,696645E+1	3,682071E+1	3,673692E+1	3,652196E+1	3,665312E+1	6,636145E+0
1,245000E+3	3,700000E+1	3,696280E+1	3,682071E+1	3,673692E+1	3,652196E+1	3,665676E+1	6,710590E+0
1,246000E+3	3,700000E+1	3,696297E+1	3,681724E+1	3,673709E+1	3,652213E+1	3,666422E+1	6,154383E+0
1,247000E+3	3,700000E+1	3,695933E+1	3,680995E+1	3,673709E+1	3,651849E+1	3,665693E+1	6,800365E+0
1,248000E+3	3,700000E+1	3,695933E+1	3,681724E+1	3,672980E+1	3,651485E+1	3,664600E+1	6,274817E+0
1,249000E+3	3,700000E+1	3,694490E+1	3,681010E+1	3,671902E+1	3,651500E+1	3,664980E+1	8,682850E+0
1,250000E+3	3,700000E+1	3,694855E+1	3,680646E+1	3,672266E+1	3,651135E+1	3,664251E+1	5,943398E+0
1,251000E+3	3,700000E+1	3,695583E+1	3,679917E+1	3,672631E+1	3,651135E+1	3,665344E+1	5,309734E+0
1,252000E+3	3,700000E+1	3,696329E+1	3,682120E+1	3,673012E+1	3,652245E+1	3,665361E+1	5,189842E+0
1,253000E+3	3,700000E+1	3,696694E+1	3,682485E+1	3,673741E+1	3,653338E+1	3,666454E+1	5,724504E+0
1,254000E+3	3,700000E+1	3,696694E+1	3,682849E+1	3,674105E+1	3,653703E+1	3,665726E+1	6,287491E+0
1,255000E+3	3,700000E+1	3,695601E+1	3,681392E+1	3,673376E+1	3,652245E+1	3,666090E+1	8,113420E+0
1,256000E+3	3,700000E+1	3,695601E+1	3,681392E+1	3,672648E+1	3,651152E+1	3,665361E+1	6,495480E+0
1,257000E+3	3,700000E+1	3,695980E+1	3,681771E+1	3,672663E+1	3,651896E+1	3,665012E+1	5,889301E+0
1,258000E+3	3,700000E+1	3,696344E+1	3,681771E+1	3,673756E+1	3,651896E+1	3,665741E+1	5,875822E+0
1,259000E+3	3,700000E+1	3,696709E+1	3,681771E+1	3,673391E+1	3,651896E+1	3,665741E+1	5,837633E+0
1,260000E+3	3,700000E+1	3,695997E+1	3,680695E+1	3,672316E+1	3,651913E+1	3,665029E+1	7,577980E+0
1,261000E+3	3,700000E+1	3,695997E+1	3,681424E+1	3,673409E+1	3,652277E+1	3,666122E+1	6,530832E+0
1,262000E+3	3,700000E+1	3,695633E+1	3,681424E+1	3,673409E+1	3,651913E+1	3,664664E+1	7,153769E+0
1,263000E+3	3,700000E+1	3,696361E+1	3,681060E+1	3,673409E+1	3,651184E+1	3,665757E+1	5,423935E+0
1,264000E+3	3,700000E+1	3,697105E+1	3,682896E+1	3,673788E+1	3,652292E+1	3,666137E+1	5,303370E+0
1,265000E+3	3,700000E+1	3,696012E+1	3,681439E+1	3,673424E+1	3,651564E+1	3,665408E+1	8,242411E+0
1,266000E+3	3,700000E+1	3,695301E+1	3,682184E+1	3,673076E+1	3,651945E+1	3,665790E+1	7,800419E+0
1,267000E+3	3,700000E+1	3,696758E+1	3,682549E+1	3,673441E+1	3,653038E+1	3,666154E+1	4,345695E+0
1,268000E+3	3,700000E+1	3,698579E+1	3,683642E+1	3,674169E+1	3,653038E+1	3,667247E+1	3,531914E+0
1,269000E+3	3,700000E+1	3,697486E+1	3,683278E+1	3,674534E+1	3,653038E+1	3,666883E+1	8,080633E+0
1,270000E+3	3,700000E+1	3,697486E+1	3,683278E+1	3,674898E+1	3,653767E+1	3,666883E+1	6,453835E+0
1,271000E+3	3,700000E+1	3,697502E+1	3,682928E+1	3,674913E+1	3,653418E+1	3,666534E+1	6,441149E+0
1,272000E+3	3,700000E+1	3,697866E+1	3,683293E+1	3,674184E+1	3,653782E+1	3,667262E+1	5,874237E+0
1,273000E+3	3,700000E+1	3,696790E+1	3,682945E+1	3,673837E+1	3,651613E+1	3,665821E+1	8,211149E+0
1,274000E+3	3,700000E+1	3,696773E+1	3,681835E+1	3,673456E+1	3,652689E+1	3,666169E+1	6,641993E+0
1,275000E+3	3,700000E+1	3,696790E+1	3,682217E+1	3,674930E+1	3,652706E+1	3,666186E+1	6,603970E+0
1,276000E+3	3,700000E+1	3,696426E+1	3,682217E+1	3,674201E+1	3,653434E+1	3,666550E+1	7,248692E+0
1,277000E+3	3,700000E+1	3,698264E+1	3,683327E+1	3,675311E+1	3,654544E+1	3,668025E+1	3,677086E+0
1,278000E+3	3,700000E+1	3,698595E+1	3,683657E+1	3,675277E+1	3,653782E+1	3,667627E+1	5,897057E+0
1,279000E+3	3,700000E+1	3,698976E+1	3,683674E+1	3,675294E+1	3,654163E+1	3,668372E+1	5,768911E+0
1,280000E+3	3,700000E+1	3,699704E+1	3,684767E+1	3,675658E+1	3,655256E+1	3,668736E+1	5,139820E+0
1,281000E+3	3,700000E+1	3,698629E+1	3,684055E+1	3,675311E+1	3,653816E+1	3,667296E+1	8,014566E+0
1,282000E+3	3,700000E+1	3,697536E+1	3,683691E+1	3,674218E+1	3,653452E+1	3,666568E+1	8,216574E+0
1,283000E+3	3,700000E+1	3,696822E+1	3,683342E+1	3,674233E+1	3,652738E+1	3,666582E+1	7,770752E+0
1,284000E+3	3,700000E+1	3,697915E+1	3,683706E+1	3,675327E+1	3,654559E+1	3,667675E+1	4,907280E+0
1,285000E+3	3,700000E+1	3,698643E+1	3,684071E+1	3,675327E+1	3,654195E+1	3,668040E+1	5,351227E+0
1,286000E+3	3,700000E+1	3,699023E+1	3,683721E+1	3,676070E+1	3,653846E+1	3,668055E+1	5,822744E+0
1,287000E+3	3,700000E+1	3,698294E+1	3,682992E+1	3,674613E+1	3,653846E+1	3,667326E+1	7,602818E+0
1,288000E+3	3,700000E+1	3,697202E+1	3,683357E+1	3,675342E+1	3,653846E+1	3,666962E+1	8,327202E+0
1,289000E+3	3,700000E+1	3,697202E+1	3,682992E+1	3,674249E+1	3,653481E+1	3,666598E+1	6,701828E+0
1,290000E+3	3,700000E+1	3,697947E+1	3,683738E+1	3,676088E+1	3,653134E+1	3,668072E+1	5,481565E+0
1,291000E+3	3,700000E+1	3,698312E+1	3,684467E+1	3,675723E+1	3,654227E+1	3,667344E+1	6,007566E+0
1,292000E+3	3,700000E+1	3,698676E+1	3,683738E+1	3,676451E+1	3,654592E+1	3,668436E+1	5,959541E+0
1,293000E+3	3,700000E+1	3,699040E+1	3,684467E+1	3,675359E+1	3,654956E+1	3,668436E+1	5,909695E+0
1,294000E+3	3,700000E+1	3,698676E+1	3,684831E+1	3,676451E+1	3,654956E+1	3,668801E+1	7,063871E+0
1,295000E+3	3,700000E+1	3,698691E+1	3,684118E+1	3,675374E+1	3,653878E+1	3,668087E+1	6,498783E+0
1,296000E+3	3,700000E+1	3,697963E+1	3,685211E+1	3,675738E+1	3,653878E+1	3,667723E+1	7,734060E+0
1,297000E+3	3,700000E+1	3,698708E+1	3,684135E+1	3,675391E+1	3,654259E+1	3,668104E+1	5,417713E+0
1,298000E+3	3,700000E+1	3,698326E+1	3,683025E+1	3,675010E+1	3,653514E+1	3,667723E+1	7,173594E+0
1,299000E+3	3,700000E+1	3,698708E+1	3,684135E+1	3,675755E+1	3,654624E+1	3,668468E+1	5,978424E+0
1,300000E+3	3,700000E+1	3,699801E+1	3,684499E+1	3,675755E+1	3,654624E+1	3,668104E+1	4,748322E+0
1,301000E+3	3,700000E+1	3,699454E+1	3,684881E+1	3,676501E+1	3,655370E+1	3,668121E+1	6,962564E+0
1,302000E+3	3,700000E+1	3,699089E+1	3,684516E+1	3,675772E+1	3,654277E+1	3,668121E+1	7,048714E+0
1,303000E+3	3,700000E+1	3,698725E+1	3,684152E+1	3,676137E+1	3,654641E+1	3,667757E+1	7,109161E+0
1,304000E+3	3,700000E+1	3,698361E+1	3,683788E+1	3,675044E+1	3,653912E+1	3,666664E+1	7,172003E+0
1,305000E+3	3,700000E+1	3,698361E+1	3,683423E+1	3,675044E+1	3,653548E+1	3,667393E+1	6,633743E+0
1,306000E+3	3,700000E+1	3,698011E+1	3,683802E+1	3,675787E+1	3,654292E+1	3,667043E+1	7,220240E+0
1,307000E+3	3,700000E+1	3,698376E+1	3,684531E+1	3,676151E+1	3,655021E+1	3,667408E+1	6,103121E+0
1,308000E+3	3,700000E+1	3,699120E+1	3,683453E+1	3,675438E+1	3,654307E+1	3,667787E+1	5,426600E+0
1,309000E+3	3,700000E+1	3,699501E+1	3,684928E+1	3,676548E+1	3,654324E+1	3,667804E+1	5,916100E+0
1,310000E+3	3,700000E+1	3,698772E+1	3,685656E+1	3,676912E+1	3,654688E+1	3,668533E+1	7,696074E+0
1,311000E+3	3,700000E+1	3,699136E+1	3,684199E+1	3,675819E+1	3,654324E+1	3,667804E+1	6,006380E+0
1,312000E+3	3,700000E+1	3,697679E+1	3,683470E+1	3,675091E+1	3,653595E+1	3,666711E+1	8,968843E+0
1,313000E+3	3,700000E+1	3,698408E+1	3,683834E+1	3,674726E+1	3,652502E+1	3,666711E+1	5,588781E+0
1,314000E+3	3,700000E+1	3,698772E+1	3,684199E+1	3,675819E+1	3,654688E+1	3,668533E+1	6,086731E+0
1,315000E+3	3,700000E+1	3,699136E+1	3,684563E+1	3,675819E+1	3,653959E+1	3,667804E+1	6,036404E+0
1,316000E+3	3,700000E+1	3,698787E+1	3,684214E+1	3,675834E+1	3,655067E+1	3,668183E+1	7,164846E+0
1,317000E+3	3,700000E+1	3,699152E+1	3,684943E+1	3,677292E+1	3,655796E+1	3,669641E+1	6,044420E+0
1,318000E+3	3,700000E+1	3,699897E+1	3,685688E+1	3,676944E+1	3,655449E+1	3,669658E+1	5,361494E+0
1,319000E+3	3,700000E+1	3,699516E+1	3,685671E+1	3,676927E+1	3,655432E+1	3,668548E+1	7,110798E+0
1,320000E+3	3,700000E+1	3,699169E+1	3,684595E+1	3,675851E+1	3,654356E+1	3,668200E+1	7,116098E+0
1,321000E+3	3,700000E+1	3,698804E+1	3,684595E+1	3,675851E+1	3,654720E+1	3,668200E+1	7,203102E+0
1,322000E+3	3,700000E+1	3,699897E+1	3,684595E+1	3,676580E+1	3,654720E+1	3,668565E+1	4,853287E+0
1,323000E+3	3,700000E+1	3,700278E+1	3,686069E+1	3,677325E+1	3,655466E+1	3,668946E+1	5,861835E+0
1,324000E+3	3,700000E+1	3,699550E+1	3,684612E+1	3,676233E+1	3,654737E+1	3,668217E+1	7,638493E+0
1,325000E+3	3,700000E+1	3,698821E+1	3,683884E+1	3,675868E+1	3,654737E+1	3,667488E+1	7,753677E+0
1,326000E+3	3,700000E+1	3,698092E+1	3,683519E+1	3,675140E+1	3,654373E+1	3,667853E+1	7,873137E+0
1,327000E+3	3,700000E+1	3,698837E+1	3,684263E+1	3,676612E+1	3,654388E+1	3,667868E+1	5,557463E+0
1,328000E+3	3,700000E+1	3,698837E+1	3,684992E+1	3,676248E+1	3,654752E+1	3,668961E+1	6,679651E+0
1,329000E+3	3,700000E+1	3,700294E+1	3,685720E+1	3,678070E+1	3,656210E+1	3,669326E+1	4,273779E+0
1,330000E+3	3,700000E+1	3,700658E+1	3,686449E+1	3,677341E+1	3,656574E+1	3,670419E+1	5,855209E+0
1,331000E+3	3,700000E+1	3,700311E+1	3,685738E+1	3,676629E+1	3,655498E+1	3,669342E+1	6,972887E+0
1,332000E+3	3,700000E+1	3,698853E+1	3,685009E+1	3,676265E+1	3,655498E+1	3,668250E+1	8,862947E+0
1,333000E+3	3,700000E+1	3,699582E+1	3,685009E+1	3,676994E+1	3,655134E+1	3,668978E+1	5,476442E+0
1,334000E+3	3,700000E+1	3,699947E+1	3,685009E+1	3,677358E+1	3,655498E+1	3,669342E+1	5,967890E+0
1,335000E+3	3,700000E+1	3,700311E+1	3,686466E+1	3,677358E+1	3,655498E+1	3,668978E+1	5,912262E+0
1,336000E+3	3,700000E+1	3,699961E+1	3,685752E+1	3,677373E+1	3,655149E+1	3,668629E+1	7,035463E+0
1,337000E+3	3,700000E+1	3,698853E+1	3,685373E+1	3,676265E+1	3,655498E+1	3,668978E+1	8,345537E+0
1,338000E+3	3,700000E+1	3,698504E+1	3,684660E+1	3,676280E+1	3,654420E+1	3,668629E+1	7,266685E+0
1,339000E+3	3,700000E+1	3,699947E+1	3,686466E+1	3,678086E+1	3,655134E+1	3,669707E+1	4,363529E+0
1,340000E+3	3,700000E+1	3,701419E+1	3,686117E+1	3,677008E+1	3,656242E+1	3,670086E+1	4,090359E+0
1,341000E+3	3,700000E+1	3,701419E+1	3,686845E+1	3,678102E+1	3,656606E+1	3,670451E+1	6,291973E+0
1,342000E+3	3,700000E+1	3,700343E+1	3,685769E+1	3,677025E+1	3,656258E+1	3,670103E+1	8,066498E+0
1,343000E+3	3,700000E+1	3,700343E+1	3,685769E+1	3,677025E+1	3,656258E+1	3,669010E+1	6,450024E+0
1,344000E+3	3,700000E+1	3,699250E+1	3,685769E+1	3,675932E+1	3,655165E+1	3,669374E+1	8,257078E+0
1,345000E+3	3,700000E+1	3,699630E+1	3,685420E+1	3,676312E+1	3,654816E+1	3,669025E+1	5,992657E+0
1,346000E+3	3,700000E+1	3,699265E+1	3,685420E+1	3,676676E+1	3,656274E+1	3,669754E+1	7,167978E+0
1,347000E+3	3,700000E+1	3,700723E+1	3,684692E+1	3,676312E+1	3,655181E+1	3,669390E+1	4,212305E+0
1,348000E+3	3,700000E+1	3,699994E+1	3,685056E+1	3,676312E+1	3,655181E+1	3,669025E+1	7,601562E+0
1,349000E+3	3,700000E+1	3,700011E+1	3,685073E+1	3,676693E+1	3,655562E+1	3,669042E+1	6,479702E+0
1,350000E+3	3,700000E+1	3,698918E+1	3,685073E+1	3,676329E+1	3,655198E+1	3,667949E+1	8,314165E+0
1,351000E+3	3,700000E+1	3,700011E+1	3,685437E+1	3,676329E+1	3,655562E+1	3,668678E+1	4,871443E+0
1,352000E+3	3,700000E+1	3,700375E+1	3,685073E+1	3,676693E+1	3,655562E+1	3,668678E+1	5,907833E+0
1,353000E+3	3,700000E+1	3,700754E+1	3,685817E+1	3,678166E+1	3,656670E+1	3,670150E+1	5,824869E+0
1,354000E+3	3,700000E+1	3,700390E+1	3,686546E+1	3,677437E+1	3,656306E+1	3,669422E+1	6,992792E+0
1,355000E+3	3,700000E+1	3,700754E+1	3,685453E+1	3,677437E+1	3,655577E+1	3,668329E+1	5,841465E+0
1,356000E+3	3,700000E+1	3,699679E+1	3,684741E+1	3,676361E+1	3,655594E+1	3,669439E+1	8,163876E+0
1,357000E+3	3,700000E+1	3,698221E+1	3,684741E+1	3,675997E+1	3,654137E+1	3,667617E+1	8,964758E+0
1,358000E+3	3,700000E+1	3,698236E+1	3,684027E+1	3,674919E+1	3,654516E+1	3,668361E+1	6,762636E+0
1,359000E+3	3,700000E+1	3,700058E+1	3,685120E+1	3,676741E+1	3,654516E+1	3,669090E+1	3,779160E+0
1,360000E+3	3,700000E+1	3,701532E+1	3,686959E+1	3,677850E+1	3,655991E+1	3,670928E+1	4,071049E+0
1,361000E+3	3,700000E+1	3,702261E+1	3,687323E+1	3,678579E+1	3,656719E+1	3,670564E+1	5,069115E+0
1,362000E+3	3,700000E+1	3,701168E+1	3,685866E+1	3,677122E+1	3,656355E+1	3,669471E+1	7,959490E+0
1,363000E+3	3,700000E+1	3,698982E+1	3,685137E+1	3,675665E+1	3,654169E+1	3,668378E+1	9,000000E+0
1,364000E+3	3,700000E+1	3,698997E+1	3,684423E+1	3,675679E+1	3,654549E+1	3,667664E+1	5,701736E+0
1,365000E+3	3,700000E+1	3,698982E+1	3,684772E+1	3,676757E+1	3,655262E+1	3,669106E+1	5,753691E+0
1,366000E+3	3,700000E+1	3,700454E+1	3,685881E+1	3,676772E+1	3,655642E+1	3,668757E+1	3,300154E+0
1,367000E+3	3,700000E+1	3,700090E+1	3,685516E+1	3,677137E+1	3,655642E+1	3,668757E+1	6,108944E+0
1,368000E+3	3,700000E+1	3,699361E+1	3,685881E+1	3,676772E+1	3,656005E+1	3,669486E+1	6,767885E+0
1,369000E+3	3,700000E+1	3,698997E+1	3,684788E+1	3,675679E+1	3,654549E+1	3,667664E+1	6,281092E+0
1,370000E+3	3,700000E+1	3,697904E+1	3,683695E+1	3,674586E+1	3,653820E+1	3,667664E+1	7,548420E+0
1,371000E+3	3,700000E+1	3,697921E+1	3,682983E+1	3,674239E+1	3,653108E+1	3,666224E+1	5,891125E+0
1,372000E+3	3,700000E+1	3,698268E+1	3,683695E+1	3,674586E+1	3,653820E+1	3,667664E+1	5,352757E+0
1,373000E+3	3,700000E+1	3,696828E+1	3,682619E+1	3,674239E+1	3,653108E+1	3,666588E+1	8,265402E+0
1,374000E+3	3,700000E+1	3,697572E+1	3,682998E+1	3,674619E+1	3,653487E+1	3,666603E+1	4,890722E+0
1,375000E+3	3,700000E+1	3,696479E+1	3,682634E+1	3,673526E+1	3,653123E+1	3,665510E+1	7,826859E+0
1,376000E+3	3,700000E+1	3,696479E+1	3,681541E+1	3,673161E+1	3,651302E+1	3,665146E+1	6,205099E+0
1,377000E+3	3,700000E+1	3,696114E+1	3,681905E+1	3,672797E+1	3,652394E+1	3,665146E+1	6,825628E+0
1,378000E+3	3,700000E+1	3,696843E+1	3,682269E+1	3,673161E+1	3,651665E+1	3,665146E+1	5,092756E+0
1,379000E+3	3,700000E+1	3,696131E+1	3,681922E+1	3,672814E+1	3,651683E+1	3,665527E+1	7,379519E+0
1,380000E+3	3,700000E+1	3,695038E+1	3,681558E+1	3,672449E+1	3,651683E+1	3,665527E+1	8,139896E+0
1,381000E+3	3,700000E+1	3,695038E+1	3,681194E+1	3,671357E+1	3,650954E+1	3,664434E+1	6,525339E+0
1,382000E+3	3,700000E+1	3,696147E+1	3,680844E+1	3,671736E+1	3,651334E+1	3,664814E+1	4,715496E+0
1,383000E+3	3,700000E+1	3,696511E+1	3,681937E+1	3,672829E+1	3,652062E+1	3,665178E+1	5,795298E+0
1,384000E+3	3,700000E+1	3,696875E+1	3,681937E+1	3,672829E+1	3,651698E+1	3,665907E+1	5,755074E+0
1,385000E+3	3,700000E+1	3,696528E+1	3,681955E+1	3,672482E+1	3,652079E+1	3,665560E+1	6,892868E+0
1,386000E+3	3,700000E+1	3,695435E+1	3,680497E+1	3,671753E+1	3,651715E+1	3,664831E+1	8,197718E+0
1,387000E+3	3,700000E+1	3,694706E+1	3,681226E+1	3,672118E+1	3,651351E+1	3,665195E+1	7,787653E+0
1,388000E+3	3,700000E+1	3,695086E+1	3,680877E+1	3,672133E+1	3,650637E+1	3,664482E+1	6,092464E+0
1,389000E+3	3,700000E+1	3,696892E+1	3,682319E+1	3,672846E+1	3,652444E+1	3,666288E+1	3,696390E+0
1,390000E+3	3,700000E+1	3,697621E+1	3,682319E+1	3,674668E+1	3,652444E+1	3,667017E+1	5,216045E+0
1,391000E+3	3,700000E+1	3,696892E+1	3,682683E+1	3,673575E+1	3,652808E+1	3,665924E+1	7,526697E+0
1,392000E+3	3,700000E+1	3,695450E+1	3,681970E+1	3,672497E+1	3,652095E+1	3,665575E+1	8,835762E+0
1,393000E+3	3,700000E+1	3,695814E+1	3,680877E+1	3,672861E+1	3,651730E+1	3,664846E+1	6,093287E+0
1,394000E+3	3,700000E+1	3,695435E+1	3,680497E+1	3,671753E+1	3,650622E+1	3,664831E+1	7,287643E+0
1,395000E+3	3,700000E+1	3,696178E+1	3,681241E+1	3,672133E+1	3,651730E+1	3,664482E+1	5,511230E+0
1,396000E+3	3,700000E+1	3,695467E+1	3,681987E+1	3,673607E+1	3,652112E+1	3,666321E+1	7,823000E+0
1,397000E+3	3,700000E+1	3,697289E+1	3,682351E+1	3,673607E+1	3,652840E+1	3,666321E+1	3,763260E+0
1,398000E+3	3,700000E+1	3,697289E+1	3,682351E+1	3,673243E+1	3,652840E+1	3,666321E+1	6,509665E+0
1,399000E+3	3,700000E+1	3,697304E+1	3,682730E+1	3,673622E+1	3,652855E+1	3,666336E+1	6,498598E+0
1,400000E+3	3,700000E+1	3,695832E+1	3,681258E+1	3,672514E+1	3,652112E+1	3,665228E+1	8,970707E+0
1,401000E+3	3,700000E+1	3,695832E+1	3,681622E+1	3,672514E+1	3,652476E+1	3,665956E+1	6,783411E+0
1,402000E+3	3,700000E+1	3,696925E+1	3,681987E+1	3,673607E+1	3,653569E+1	3,666685E+1	4,995485E+0
1,403000E+3	3,700000E+1	3,696939E+1	3,682366E+1	3,673258E+1	3,652855E+1	3,667064E+1	6,625607E+0
1,404000E+3	3,700000E+1	3,697668E+1	3,683459E+1	3,674715E+1	3,653948E+1	3,667429E+1	5,457380E+0
1,405000E+3	3,700000E+1	3,698050E+1	3,684205E+1	3,674732E+1	3,654329E+1	3,668174E+1	5,930618E+0
1,406000E+3	3,700000E+1	3,697685E+1	3,682747E+1	3,674368E+1	3,653601E+1	3,667445E+1	7,116129E+0
1,407000E+3	3,700000E+1	3,697336E+1	3,682763E+1	3,675111E+1	3,653252E+1	3,667461E+1	7,158346E+0
1,408000E+3	3,700000E+1	3,696972E+1	3,682398E+1	3,673654E+1	3,653980E+1	3,667461E+1	7,251022E+0
